# Section	Page	Header	Code	Old	New
#Section	Page	Header	Code	Old	New
Supplemental	Locale	Parent (collations)	zh_Hans	▷missing◁	yue_Hans_CN
Supplemental	Locale	Parent (collations)	zh_Hant	▷missing◁	yue
Supplemental	Locale	Parent (collations)	zh_Hant	▷missing◁	yue_Hant
Supplemental	Locale	Parent (segmentations)	zh	▷missing◁	zh_Hant
Supplemental	Locale	DefaultContent	plain	…	… • apc_SY • … • cho_US • … • lmo_IT • … • pap_CW • … • rif_MA • …
Supplemental	WZoneMapping	Central Standard Time	MX	…	America/Matamoros America/Ojinaga
Supplemental	WZoneMapping	Central Standard Time (Mexico)	MX	…	America/Mexico_City America/Bahia_Banderas America/Merida America/Monterrey America/Chihuahua 
Supplemental	WZoneMapping	Mountain Standard Time	MX	…	America/Ciudad_Juarez
Supplemental	WZoneMapping	Mountain Standard Time (Mexico)	001	…	America/Mazatlan
Supplemental	WZoneMapping	Mountain Standard Time (Mexico)	MX	…	America/Mazatlan
Supplemental	Transform	Jpan→Latn	_alias	▷missing◁	und-Latn-t-und-jpan
Supplemental	Transform	Jpan→Latn	_visibility	▷missing◁	external
Supplemental	Transform	ug↔︎Latin	_visibility	▷missing◁	external
Supplemental	Transform	am_Ethi→am_Ethi/Geminate	_alias	▷missing◁	Amharic-Amharic/Geminate am-Ethi-t-am-ethi-m0-geminate
Supplemental	Transform	am_Ethi→am_Ethi/Geminate	_visibility	▷missing◁	external
Supplemental	Transform	Ethi→Latn/Aethiopi_Geminate	_alias	▷missing◁	Ethiopic-Latin/Aethiopica_Geminate und-Latn-t-und-ethi-m0-aethiopi-geminate
Supplemental	Transform	Ethi→Latn/Aethiopi_Geminate	_visibility	▷missing◁	external
Supplemental	Transform	Ethi→Latn/ALALOC_Geminate	_alias	▷missing◁	Ethiopic-Latin/ALALOC_Geminate und-Latn-t-und-ethi-m0-alaloc-geminate
Supplemental	Transform	Ethi→Latn/ALALOC_Geminate	_visibility	▷missing◁	external
Supplemental	Transform	Ethi→Latn/Beta_Metsehaf_Geminate	_alias	▷missing◁	Ethiopic-Latin/BetaMetsehaf_Geminate und-Latn-t-und-ethi-m0-betamets-geminate
Supplemental	Transform	Ethi→Latn/Beta_Metsehaf_Geminate	_visibility	▷missing◁	external
Supplemental	Transform	Ethi→Latn/IES_JES_1964_Geminate	_alias	▷missing◁	Ethiopic-Latin/IES_JES_1964_Geminate und-Latn-t-und-ethi-m0-iesjes-1964-geminate
Supplemental	Transform	Ethi→Latn/IES_JES_1964_Geminate	_visibility	▷missing◁	external
Supplemental	Transform	Khmr→Latn/UNGEGN	_alias	▷missing◁	Khmer-Latin/UNGEGN und-Latn-t-und-khmr-m0-ungegn
Supplemental	Transform	Khmr→Latn/UNGEGN	_visibility	▷missing◁	external
Supplemental	Transform	Laoo→Latn/UNGEGN	_alias	▷missing◁	Lao-Latin/BGN und-Latn-t-und-laoo-m0-bgn
Supplemental	Transform	Laoo→Latn/UNGEGN	_visibility	▷missing◁	external
Supplemental	Transform	Sinh→Latn/UNGEGN	_alias	▷missing◁	Sinhala-Latin/UNGEGN und-Latn-t-und-sinh-m0-ungegn
Supplemental	Transform	Sinh→Latn/UNGEGN	_visibility	▷missing◁	external
Supplemental	Units	area/floor	001	▷missing◁	square-meter
Supplemental	Units	area/floor	CA	▷missing◁	square-foot
Supplemental	Units	area/floor	GB	▷missing◁	square-foot
Supplemental	Units	area/floor	MM	▷missing◁	square-foot
Supplemental	Units	area/floor	US	▷missing◁	square-foot
Supplemental	Units	speed/rainfall	001	▷missing◁	millimeter-per-hour
Supplemental	Units	speed/rainfall	BR	▷missing◁	centimeter-per-hour
Supplemental	Units	speed/rainfall	US	▷missing◁	inch-per-hour
Supplemental	Units	speed/snowfall	001	▷missing◁	centimeter-per-hour
Supplemental	Units	speed/snowfall	US	▷missing◁	inch-per-hour
Supplemental	Likely	Subtag	aaa	▷missing◁	aaa_Latn_NG
Supplemental	Likely	Subtag	aab	▷missing◁	aab_Latn_NG
Supplemental	Likely	Subtag	aac	▷missing◁	aac_Latn_PG
Supplemental	Likely	Subtag	aad	▷missing◁	aad_Latn_PG
Supplemental	Likely	Subtag	aae	▷missing◁	aae_Latn_IT
Supplemental	Likely	Subtag	aae_Grek	▷missing◁	aae_Grek_IT
Supplemental	Likely	Subtag	aaf	▷missing◁	aaf_Mlym_IN
Supplemental	Likely	Subtag	aaf_Arab	▷missing◁	aaf_Arab_IN
Supplemental	Likely	Subtag	aag	▷missing◁	aag_Latn_PG
Supplemental	Likely	Subtag	aah	▷missing◁	aah_Latn_PG
Supplemental	Likely	Subtag	aal	▷missing◁	aal_Latn_CM
Supplemental	Likely	Subtag	aan	▷missing◁	aan_Latn_BR
Supplemental	Likely	Subtag	aao	▷missing◁	aao_Arab_DZ
Supplemental	Likely	Subtag	aap	▷missing◁	aap_Latn_BR
Supplemental	Likely	Subtag	aaq	▷missing◁	aaq_Latn_US
Supplemental	Likely	Subtag	aas	▷missing◁	aas_Latn_TZ
Supplemental	Likely	Subtag	aat	▷missing◁	aat_Grek_GR
Supplemental	Likely	Subtag	aaw	▷missing◁	aaw_Latn_PG
Supplemental	Likely	Subtag	aax	▷missing◁	aax_Latn_ID
Supplemental	Likely	Subtag	aaz	▷missing◁	aaz_Latn_ID
Supplemental	Likely	Subtag	aba	▷missing◁	aba_Latn_CI
Supplemental	Likely	Subtag	abb	▷missing◁	abb_Latn_CM
Supplemental	Likely	Subtag	abc	▷missing◁	abc_Latn_PH
Supplemental	Likely	Subtag	abd	▷missing◁	abd_Latn_PH
Supplemental	Likely	Subtag	abe	▷missing◁	abe_Latn_CA
Supplemental	Likely	Subtag	abf	▷missing◁	abf_Latn_MY
Supplemental	Likely	Subtag	abg	▷missing◁	abg_Latn_PG
Supplemental	Likely	Subtag	abh	▷missing◁	abh_Arab_TJ
Supplemental	Likely	Subtag	abl	▷missing◁	abl_Rjng_ID
Supplemental	Likely	Subtag	abl_Latn	▷missing◁	abl_Latn_ID
Supplemental	Likely	Subtag	abm	▷missing◁	abm_Latn_NG
Supplemental	Likely	Subtag	abn	▷missing◁	abn_Latn_NG
Supplemental	Likely	Subtag	abo	▷missing◁	abo_Latn_NG
Supplemental	Likely	Subtag	abp	▷missing◁	abp_Latn_PH
Supplemental	Likely	Subtag	abs	▷missing◁	abs_Latn_ID
Supplemental	Likely	Subtag	abu	▷missing◁	abu_Latn_CI
Supplemental	Likely	Subtag	abv	▷missing◁	abv_Arab_BH
Supplemental	Likely	Subtag	abw	▷missing◁	abw_Latn_PG
Supplemental	Likely	Subtag	abx	▷missing◁	abx_Latn_PH
Supplemental	Likely	Subtag	abz	▷missing◁	abz_Latn_ID
Supplemental	Likely	Subtag	aca	▷missing◁	aca_Latn_CO
Supplemental	Likely	Subtag	acb	▷missing◁	acb_Latn_NG
Supplemental	Likely	Subtag	acf	▷missing◁	acf_Latn_LC
Supplemental	Likely	Subtag	acm	▷missing◁	acm_Arab_IQ
Supplemental	Likely	Subtag	acn	▷missing◁	acn_Latn_CN
Supplemental	Likely	Subtag	acp	▷missing◁	acp_Latn_NG
Supplemental	Likely	Subtag	acq	▷missing◁	acq_Arab_YE
Supplemental	Likely	Subtag	acr	▷missing◁	acr_Latn_GT
Supplemental	Likely	Subtag	acs	▷missing◁	acs_Latn_BR
Supplemental	Likely	Subtag	act	▷missing◁	act_Latn_NL
Supplemental	Likely	Subtag	acu	▷missing◁	acu_Latn_EC
Supplemental	Likely	Subtag	acv	▷missing◁	acv_Latn_US
Supplemental	Likely	Subtag	acw	▷missing◁	acw_Arab_SA
Supplemental	Likely	Subtag	acx	▷missing◁	acx_Arab_OM
Supplemental	Likely	Subtag	acy	▷missing◁	acy_Latn_CY
Supplemental	Likely	Subtag	acy_Arab	▷missing◁	acy_Arab_CY
Supplemental	Likely	Subtag	acy_Grek	▷missing◁	acy_Grek_CY
Supplemental	Likely	Subtag	acz	▷missing◁	acz_Latn_SD
Supplemental	Likely	Subtag	adb	▷missing◁	adb_Latn_TL
Supplemental	Likely	Subtag	add	▷missing◁	add_Latn_CM
Supplemental	Likely	Subtag	adf	▷missing◁	adf_Arab_OM
Supplemental	Likely	Subtag	adg	▷missing◁	adg_Latn_AU
Supplemental	Likely	Subtag	adh	▷missing◁	adh_Latn_UG
Supplemental	Likely	Subtag	adi	▷missing◁	adi_Latn_IN
Supplemental	Likely	Subtag	adi_Tibt	▷missing◁	adi_Tibt_CN
Supplemental	Likely	Subtag	adl	▷missing◁	adl_Latn_IN
Supplemental	Likely	Subtag	adn	▷missing◁	adn_Latn_ID
Supplemental	Likely	Subtag	ado	▷missing◁	ado_Latn_PG
Supplemental	Likely	Subtag	adq	▷missing◁	adq_Latn_GH
Supplemental	Likely	Subtag	adr	▷missing◁	adr_Latn_ID
Supplemental	Likely	Subtag	adt	▷missing◁	adt_Latn_AU
Supplemental	Likely	Subtag	adu	▷missing◁	adu_Latn_NG
Supplemental	Likely	Subtag	adw	▷missing◁	adw_Latn_BR
Supplemental	Likely	Subtag	adx	▷missing◁	adx_Tibt_CN
Supplemental	Likely	Subtag	aea	▷missing◁	aea_Latn_AU
Supplemental	Likely	Subtag	aec	▷missing◁	aec_Arab_EG
Supplemental	Likely	Subtag	aee	▷missing◁	aee_Arab_AF
Supplemental	Likely	Subtag	aek	▷missing◁	aek_Latn_NC
Supplemental	Likely	Subtag	ael	▷missing◁	ael_Latn_CM
Supplemental	Likely	Subtag	aem	▷missing◁	aem_Latn_VN
Supplemental	Likely	Subtag	aeq	▷missing◁	aeq_Arab_PK
Supplemental	Likely	Subtag	aer	▷missing◁	aer_Latn_AU
Supplemental	Likely	Subtag	aeu	▷missing◁	aeu_Latn_CN
Supplemental	Likely	Subtag	aew	▷missing◁	aew_Latn_PG
Supplemental	Likely	Subtag	aez	▷missing◁	aez_Latn_PG
Supplemental	Likely	Subtag	afb	▷missing◁	afb_Arab_KW
Supplemental	Likely	Subtag	afd	▷missing◁	afd_Latn_PG
Supplemental	Likely	Subtag	afe	▷missing◁	afe_Latn_NG
Supplemental	Likely	Subtag	afh	▷missing◁	afh_Latn_GH
Supplemental	Likely	Subtag	afi	▷missing◁	afi_Latn_PG
Supplemental	Likely	Subtag	afk	▷missing◁	afk_Latn_PG
Supplemental	Likely	Subtag	afn	▷missing◁	afn_Latn_NG
Supplemental	Likely	Subtag	afo	▷missing◁	afo_Latn_NG
Supplemental	Likely	Subtag	afp	▷missing◁	afp_Latn_PG
Supplemental	Likely	Subtag	afs	▷missing◁	afs_Latn_MX
Supplemental	Likely	Subtag	afu	▷missing◁	afu_Latn_GH
Supplemental	Likely	Subtag	afz	▷missing◁	afz_Latn_ID
Supplemental	Likely	Subtag	aga	▷missing◁	aga_Latn_PE
Supplemental	Likely	Subtag	agb	▷missing◁	agb_Latn_NG
Supplemental	Likely	Subtag	age	▷missing◁	age_Latn_PG
Supplemental	Likely	Subtag	agf	▷missing◁	agf_Latn_ID
Supplemental	Likely	Subtag	agh	▷missing◁	agh_Latn_CD
Supplemental	Likely	Subtag	agi	▷missing◁	agi_Deva_IN
Supplemental	Likely	Subtag	agj	▷missing◁	agj_Ethi_ET
Supplemental	Likely	Subtag	agj_Arab	▷missing◁	agj_Arab_ET
Supplemental	Likely	Subtag	agk	▷missing◁	agk_Latn_PH
Supplemental	Likely	Subtag	agl	▷missing◁	agl_Latn_PG
Supplemental	Likely	Subtag	agn	▷missing◁	agn_Latn_PH
Supplemental	Likely	Subtag	agr	▷missing◁	agr_Latn_PE
Supplemental	Likely	Subtag	ags	▷missing◁	ags_Latn_CM
Supplemental	Likely	Subtag	agt	▷missing◁	agt_Latn_PH
Supplemental	Likely	Subtag	agu	▷missing◁	agu_Latn_GT
Supplemental	Likely	Subtag	agv	▷missing◁	agv_Latn_PH
Supplemental	Likely	Subtag	agw	▷missing◁	agw_Latn_SB
Supplemental	Likely	Subtag	agx	▷missing◁	agx_Cyrl_RU
Supplemental	Likely	Subtag	agy	▷missing◁	agy_Latn_PH
Supplemental	Likely	Subtag	agz	▷missing◁	agz_Latn_PH
Supplemental	Likely	Subtag	ahb	▷missing◁	ahb_Latn_VU
Supplemental	Likely	Subtag	ahg	▷missing◁	ahg_Ethi_ET
Supplemental	Likely	Subtag	ahh	▷missing◁	ahh_Latn_ID
Supplemental	Likely	Subtag	ahi	▷missing◁	ahi_Latn_CI
Supplemental	Likely	Subtag	ahk	▷missing◁	ahk_Latn_MM
Supplemental	Likely	Subtag	ahk_Mymr	▷missing◁	ahk_Mymr_MM
Supplemental	Likely	Subtag	ahk_TH	▷missing◁	ahk_Latn_TH
Supplemental	Likely	Subtag	ahk_Thai	▷missing◁	ahk_Thai_TH
Supplemental	Likely	Subtag	ahm	▷missing◁	ahm_Latn_CI
Supplemental	Likely	Subtag	ahn	▷missing◁	ahn_Latn_NG
Supplemental	Likely	Subtag	ahp	▷missing◁	ahp_Latn_CI
Supplemental	Likely	Subtag	ahr	▷missing◁	ahr_Deva_IN
Supplemental	Likely	Subtag	ahs	▷missing◁	ahs_Latn_NG
Supplemental	Likely	Subtag	aht	▷missing◁	aht_Latn_US
Supplemental	Likely	Subtag	aia	▷missing◁	aia_Latn_SB
Supplemental	Likely	Subtag	aib	▷missing◁	aib_Arab_CN
Supplemental	Likely	Subtag	aic	▷missing◁	aic_Latn_PG
Supplemental	Likely	Subtag	aid	▷missing◁	aid_Latn_AU
Supplemental	Likely	Subtag	aie	▷missing◁	aie_Latn_PG
Supplemental	Likely	Subtag	aif	▷missing◁	aif_Latn_PG
Supplemental	Likely	Subtag	aig	▷missing◁	aig_Latn_AG
Supplemental	Likely	Subtag	aij	▷missing◁	aij_Hebr_IL
Supplemental	Likely	Subtag	aik	▷missing◁	aik_Latn_NG
Supplemental	Likely	Subtag	ail	▷missing◁	ail_Latn_PG
Supplemental	Likely	Subtag	aim	▷missing◁	aim_Latn_IN
Supplemental	Likely	Subtag	ain	▷missing◁	ain_Kana_JP
Supplemental	Likely	Subtag	ain_Latn	▷missing◁	ain_Latn_JP
Supplemental	Likely	Subtag	aio	▷missing◁	aio_Mymr_IN
Supplemental	Likely	Subtag	aip	▷missing◁	aip_Latn_ID
Supplemental	Likely	Subtag	aiq	▷missing◁	aiq_Arab_AF
Supplemental	Likely	Subtag	air	▷missing◁	air_Latn_ID
Supplemental	Likely	Subtag	ait	▷missing◁	ait_Latn_BR
Supplemental	Likely	Subtag	aiw	▷missing◁	aiw_Latn_ET
Supplemental	Likely	Subtag	aiw_Arab	▷missing◁	aiw_Arab_ET
Supplemental	Likely	Subtag	aiw_Ethi	▷missing◁	aiw_Ethi_ET
Supplemental	Likely	Subtag	aix	▷missing◁	aix_Latn_PG
Supplemental	Likely	Subtag	aiy	▷missing◁	aiy_Latn_CF
Supplemental	Likely	Subtag	aja	▷missing◁	aja_Latn_SS
Supplemental	Likely	Subtag	aji	▷missing◁	aji_Latn_NC
Supplemental	Likely	Subtag	ajn	▷missing◁	ajn_Latn_AU
Supplemental	Likely	Subtag	ajp	▷missing◁	ajp_Arab_JO
Supplemental	Likely	Subtag	ajw	▷missing◁	ajw_Latn_NG
Supplemental	Likely	Subtag	ajz	▷missing◁	ajz_Latn_IN
Supplemental	Likely	Subtag	akb	▷missing◁	akb_Latn_ID
Supplemental	Likely	Subtag	akb_Batk	▷missing◁	akb_Batk_ID
Supplemental	Likely	Subtag	akc	▷missing◁	akc_Latn_ID
Supplemental	Likely	Subtag	akd	▷missing◁	akd_Latn_NG
Supplemental	Likely	Subtag	ake	▷missing◁	ake_Latn_GY
Supplemental	Likely	Subtag	akf	▷missing◁	akf_Latn_NG
Supplemental	Likely	Subtag	akg	▷missing◁	akg_Latn_ID
Supplemental	Likely	Subtag	akh	▷missing◁	akh_Latn_PG
Supplemental	Likely	Subtag	aki	▷missing◁	aki_Latn_PG
Supplemental	Likely	Subtag	akl	▷missing◁	akl_Latn_PH
Supplemental	Likely	Subtag	ako	▷missing◁	ako_Latn_SR
Supplemental	Likely	Subtag	akp	▷missing◁	akp_Latn_GH
Supplemental	Likely	Subtag	akq	▷missing◁	akq_Latn_PG
Supplemental	Likely	Subtag	akr	▷missing◁	akr_Latn_VU
Supplemental	Likely	Subtag	aks	▷missing◁	aks_Latn_TG
Supplemental	Likely	Subtag	akt	▷missing◁	akt_Latn_PG
Supplemental	Likely	Subtag	aku	▷missing◁	aku_Latn_CM
Supplemental	Likely	Subtag	akv	▷missing◁	akv_Cyrl_RU
Supplemental	Likely	Subtag	akw	▷missing◁	akw_Latn_CG
Supplemental	Likely	Subtag	akz	▷missing◁	akz_Latn_US
Supplemental	Likely	Subtag	alc	▷missing◁	alc_Latn_CL
Supplemental	Likely	Subtag	ald	▷missing◁	ald_Latn_CI
Supplemental	Likely	Subtag	ale	▷missing◁	ale_Latn_US
Supplemental	Likely	Subtag	alf	▷missing◁	alf_Latn_NG
Supplemental	Likely	Subtag	alh	▷missing◁	alh_Latn_AU
Supplemental	Likely	Subtag	alj	▷missing◁	alj_Latn_PH
Supplemental	Likely	Subtag	alk	▷missing◁	alk_Laoo_LA
Supplemental	Likely	Subtag	all	▷missing◁	all_Mlym_IN
Supplemental	Likely	Subtag	alm	▷missing◁	alm_Latn_VU
Supplemental	Likely	Subtag	alo	▷missing◁	alo_Latn_ID
Supplemental	Likely	Subtag	alp	▷missing◁	alp_Latn_ID
Supplemental	Likely	Subtag	alq	▷missing◁	alq_Latn_CA
Supplemental	Likely	Subtag	alr	▷missing◁	alr_Cyrl_RU
Supplemental	Likely	Subtag	alu	▷missing◁	alu_Latn_SB
Supplemental	Likely	Subtag	alw	▷missing◁	alw_Ethi_ET
Supplemental	Likely	Subtag	alx	▷missing◁	alx_Latn_PG
Supplemental	Likely	Subtag	aly	▷missing◁	aly_Latn_AU
Supplemental	Likely	Subtag	alz	▷missing◁	alz_Latn_CD
Supplemental	Likely	Subtag	ama	▷missing◁	ama_Latn_BR
Supplemental	Likely	Subtag	amb	▷missing◁	amb_Latn_NG
Supplemental	Likely	Subtag	amc	▷missing◁	amc_Latn_PE
Supplemental	Likely	Subtag	ame	▷missing◁	ame_Latn_PE
Supplemental	Likely	Subtag	amf	▷missing◁	amf_Latn_ET
Supplemental	Likely	Subtag	amf_Ethi	▷missing◁	amf_Ethi_ET
Supplemental	Likely	Subtag	amg	▷missing◁	amg_Latn_AU
Supplemental	Likely	Subtag	ami	▷missing◁	ami_Latn_TW
Supplemental	Likely	Subtag	amj	▷missing◁	amj_Latn_TD
Supplemental	Likely	Subtag	amk	▷missing◁	amk_Latn_ID
Supplemental	Likely	Subtag	amq	▷missing◁	amq_Latn_ID
Supplemental	Likely	Subtag	amr	▷missing◁	amr_Latn_PE
Supplemental	Likely	Subtag	ams	▷missing◁	ams_Jpan_JP
Supplemental	Likely	Subtag	amt	▷missing◁	amt_Latn_PG
Supplemental	Likely	Subtag	amu	▷missing◁	amu_Latn_MX
Supplemental	Likely	Subtag	amv	▷missing◁	amv_Latn_ID
Supplemental	Likely	Subtag	amw	▷missing◁	amw_Syrc_SY
Supplemental	Likely	Subtag	amw_Arab	▷missing◁	amw_Arab_SY
Supplemental	Likely	Subtag	amw_Armi	▷missing◁	amw_Armi_SY
Supplemental	Likely	Subtag	amw_Latn	▷missing◁	amw_Latn_SY
Supplemental	Likely	Subtag	amx	▷missing◁	amx_Latn_AU
Supplemental	Likely	Subtag	amy	▷missing◁	amy_Latn_AU
Supplemental	Likely	Subtag	amz	▷missing◁	amz_Latn_AU
Supplemental	Likely	Subtag	ana	▷missing◁	ana_Latn_CO
Supplemental	Likely	Subtag	anb	▷missing◁	anb_Latn_PE
Supplemental	Likely	Subtag	and	▷missing◁	and_Latn_ID
Supplemental	Likely	Subtag	ane	▷missing◁	ane_Latn_NC
Supplemental	Likely	Subtag	anf	▷missing◁	anf_Latn_GH
Supplemental	Likely	Subtag	ang	▷missing◁	ang_Latn_GB
Supplemental	Likely	Subtag	anh	▷missing◁	anh_Latn_PG
Supplemental	Likely	Subtag	ani	▷missing◁	ani_Cyrl_RU
Supplemental	Likely	Subtag	anj	▷missing◁	anj_Latn_PG
Supplemental	Likely	Subtag	anl	▷missing◁	anl_Latn_MM
Supplemental	Likely	Subtag	anm	▷missing◁	anm_Latn_IN
Supplemental	Likely	Subtag	ano	▷missing◁	ano_Latn_CO
Supplemental	Likely	Subtag	anp	▷missing◁	anp_Deva_IN
Supplemental	Likely	Subtag	anr	▷missing◁	anr_Deva_IN
Supplemental	Likely	Subtag	ans	▷missing◁	ans_Latn_CO
Supplemental	Likely	Subtag	ant	▷missing◁	ant_Latn_AU
Supplemental	Likely	Subtag	anu	▷missing◁	anu_Ethi_ET
Supplemental	Likely	Subtag	anu_Arab	▷missing◁	anu_Arab_SS
Supplemental	Likely	Subtag	anu_Latn	▷missing◁	anu_Latn_SS
Supplemental	Likely	Subtag	anv	▷missing◁	anv_Latn_CM
Supplemental	Likely	Subtag	anw	▷missing◁	anw_Latn_NG
Supplemental	Likely	Subtag	anx	▷missing◁	anx_Latn_PG
Supplemental	Likely	Subtag	anz	▷missing◁	anz_Latn_PG
Supplemental	Likely	Subtag	aoa	▷missing◁	aoa_Latn_ST
Supplemental	Likely	Subtag	aob	▷missing◁	aob_Latn_PG
Supplemental	Likely	Subtag	aoc	▷missing◁	aoc_Latn_VE
Supplemental	Likely	Subtag	aod	▷missing◁	aod_Latn_PG
Supplemental	Likely	Subtag	aoe	▷missing◁	aoe_Latn_PG
Supplemental	Likely	Subtag	aof	▷missing◁	aof_Latn_PG
Supplemental	Likely	Subtag	aog	▷missing◁	aog_Latn_PG
Supplemental	Likely	Subtag	aoi	▷missing◁	aoi_Latn_AU
Supplemental	Likely	Subtag	aok	▷missing◁	aok_Latn_NC
Supplemental	Likely	Subtag	aol	▷missing◁	aol_Latn_ID
Supplemental	Likely	Subtag	aon	▷missing◁	aon_Latn_PG
Supplemental	Likely	Subtag	aor	▷missing◁	aor_Latn_VU
Supplemental	Likely	Subtag	aos	▷missing◁	aos_Latn_ID
Supplemental	Likely	Subtag	aot	▷missing◁	aot_Beng_BD
Supplemental	Likely	Subtag	aot_Latn	▷missing◁	aot_Latn_IN
Supplemental	Likely	Subtag	aox	▷missing◁	aox_Latn_GY
Supplemental	Likely	Subtag	apb	▷missing◁	apb_Latn_SB
Supplemental	Likely	Subtag	apc	…	apc_Arab_SY
Supplemental	Likely	Subtag	apf	▷missing◁	apf_Latn_PH
Supplemental	Likely	Subtag	apg	▷missing◁	apg_Latn_ID
Supplemental	Likely	Subtag	aph	▷missing◁	aph_Deva_NP
Supplemental	Likely	Subtag	api	▷missing◁	api_Latn_BR
Supplemental	Likely	Subtag	apj	▷missing◁	apj_Latn_US
Supplemental	Likely	Subtag	apk	▷missing◁	apk_Latn_US
Supplemental	Likely	Subtag	apl	▷missing◁	apl_Latn_US
Supplemental	Likely	Subtag	apm	▷missing◁	apm_Latn_US
Supplemental	Likely	Subtag	apn	▷missing◁	apn_Latn_BR
Supplemental	Likely	Subtag	apo	▷missing◁	apo_Latn_PG
Supplemental	Likely	Subtag	app	▷missing◁	app_Latn_VU
Supplemental	Likely	Subtag	apt	▷missing◁	apt_Latn_IN
Supplemental	Likely	Subtag	apu	▷missing◁	apu_Latn_BR
Supplemental	Likely	Subtag	apv	▷missing◁	apv_Latn_BR
Supplemental	Likely	Subtag	apw	▷missing◁	apw_Latn_US
Supplemental	Likely	Subtag	apx	▷missing◁	apx_Latn_ID
Supplemental	Likely	Subtag	apy	▷missing◁	apy_Latn_BR
Supplemental	Likely	Subtag	aqc	▷missing◁	aqc_Cyrl_RU
Supplemental	Likely	Subtag	aqd	▷missing◁	aqd_Latn_ML
Supplemental	Likely	Subtag	aqg	▷missing◁	aqg_Latn_NG
Supplemental	Likely	Subtag	aqk	▷missing◁	aqk_Latn_NG
Supplemental	Likely	Subtag	aqm	▷missing◁	aqm_Latn_ID
Supplemental	Likely	Subtag	aqn	▷missing◁	aqn_Latn_PH
Supplemental	Likely	Subtag	aqr	▷missing◁	aqr_Latn_NC
Supplemental	Likely	Subtag	aqt	▷missing◁	aqt_Latn_PY
Supplemental	Likely	Subtag	aqz	▷missing◁	aqz_Latn_BR
Supplemental	Likely	Subtag	ard	▷missing◁	ard_Latn_AU
Supplemental	Likely	Subtag	are	▷missing◁	are_Latn_AU
Supplemental	Likely	Subtag	ari	▷missing◁	ari_Latn_US
Supplemental	Likely	Subtag	arj	▷missing◁	arj_Latn_BR
Supplemental	Likely	Subtag	ark	▷missing◁	ark_Latn_BR
Supplemental	Likely	Subtag	arl	▷missing◁	arl_Latn_PE
Supplemental	Likely	Subtag	arp	▷missing◁	arp_Latn_US
Supplemental	Likely	Subtag	arr	▷missing◁	arr_Latn_BR
Supplemental	Likely	Subtag	aru	▷missing◁	aru_Latn_BR
Supplemental	Likely	Subtag	arw	▷missing◁	arw_Latn_SR
Supplemental	Likely	Subtag	arx	▷missing◁	arx_Latn_BR
Supplemental	Likely	Subtag	asb	▷missing◁	asb_Latn_CA
Supplemental	Likely	Subtag	asc	▷missing◁	asc_Latn_ID
